product,type,price,date
Apacer 8GB DDR4 2666MHz ES.08G2V.GNH/AS08GGB26CQYBGH,Memória modul,14023.61,2021-09-22
Apacer 8GB DDR4 2666MHz ES.08G2V.GNH/AS08GGB26CQYBGH,Memória modul,13353.21,2021-10-27
Apacer 8GB DDR4 2666MHz ES.08G2V.GNH/AS08GGB26CQYBGH,Memória modul,12797.52,2021-12-08
Apacer 8GB DDR4 2666MHz ES.08G2V.GNH/AS08GGB26CQYBGH,Memória modul,12228.6,2022-01-12
Apacer 8GB DDR4 2666MHz ES.08G2V.GNH/AS08GGB26CQYBGH,Memória modul,12073.86,2022-01-17
Apacer 8GB DDR4 2666MHz ES.08G2V.GNH/AS08GGB26CQYBGH,Memória modul,12033.93,2022-01-18
Apacer 8GB DDR4 2666MHz ES.08G2V.GNH/AS08GGB26CQYBGH,Memória modul,12034.71,2022-01-19
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,34807.5,2017-05-03
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,27735.82,2017-07-05
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,28100.72,2017-09-06
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,27483.32,2017-11-15
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,26266.06,2018-01-17
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,21727.66,2018-03-28
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,19389.69,2018-05-30
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,16951.58,2018-08-08
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,14306.85,2018-10-10
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,13529.76,2018-12-19
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,11590.93,2019-02-20
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,10733.81,2019-05-01
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,10410.35,2019-07-03
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,11607.08,2019-09-11
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,11081.12,2019-11-13
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,12797.47,2020-01-15
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,15590.61,2020-03-25
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,14502.49,2020-05-27
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,12297.92,2020-08-05
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,11894.67,2020-10-07
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,11311.44,2020-12-16
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,12415.38,2021-02-17
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,13012.41,2021-04-28
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,12398.48,2021-06-30
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,12314.58,2021-09-08
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,11587.66,2021-11-10
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,12450.02,2022-01-12
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,12472.66,2022-01-17
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,12550.01,2022-01-18
Kingston A400 2.5 240GB SATA3 (SA400S37/240G),Belső SSD meghajtó,12580.83,2022-01-19
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,38604.5,2019-08-28
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,43869.14,2019-09-25
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,40588.56,2019-10-30
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,41355,2019-12-04
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,49449.5,2020-01-08
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,57382.48,2020-02-12
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,62017.92,2020-03-11
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,62543.85,2020-04-15
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,53240.55,2020-05-20
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,46441.13,2020-06-24
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,43140.44,2020-07-29
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,41143.29,2020-08-26
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,41752.95,2020-09-30
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,42371.82,2020-11-04
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,42410.66,2020-12-09
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,41811.76,2021-01-13
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,43684.66,2021-02-10
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,44280.8,2021-03-17
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,41699.56,2021-04-21
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,39968.49,2021-05-26
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,38410.82,2021-06-30
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,40371,2021-07-28
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,37749.44,2021-09-01
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,35903.94,2021-10-06
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,35779.72,2021-11-10
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,37208.1,2021-12-15
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,37585.39,2022-01-12
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,39009.14,2022-01-17
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,38306.84,2022-01-18
Kingston A2000 1TB M. 2 PCIe (SA2000M8/1000G),Belső SSD meghajtó,38765.09,2022-01-19
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,171990,2019-05-01
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,166003.42,2019-06-05
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,164398.54,2019-07-10
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,161729.84,2019-08-21
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,164161.17,2019-09-25
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,159648.09,2019-11-06
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,160438.11,2019-12-11
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,163810.91,2020-01-22
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,164802.38,2020-02-26
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,172875.4,2020-04-08
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,174410.97,2020-05-13
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,160560.55,2020-06-24
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,162875.33,2020-07-29
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,152987.56,2020-09-02
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,155102.67,2020-10-14
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,129216.67,2020-11-18
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,116816,2020-12-30
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,116717.85,2021-02-03
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,119409.6,2021-03-17
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,118973.06,2021-04-21
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,156428.56,2021-06-02
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,113908.98,2021-07-07
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,116671.96,2021-08-18
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,105499.3,2021-09-22
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,102633.95,2021-11-03
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,98494.9,2021-12-08
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,97440.08,2022-01-12
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,97474.41,2022-01-17
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,97838.94,2022-01-18
Samsung 970 EVO Plus 2TB (MZ-V7S2T0BW),Belső SSD meghajtó,98227.87,2022-01-19
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,64589,2017-04-20
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,50218.05,2017-06-21
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,48315.85,2017-08-30
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,49597,2017-11-01
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,52983.92,2018-01-10
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,42047.38,2018-03-14
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,36984.49,2018-05-23
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,30013.52,2018-07-25
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,25247.27,2018-10-03
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,25401.26,2018-12-05
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,22528.81,2019-02-13
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,19803.69,2019-04-17
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,18123.87,2019-06-26
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,19477.07,2019-08-28
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,17529.33,2019-11-06
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,21927.44,2020-01-15
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,25862.49,2020-03-18
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,23686.2,2020-05-27
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,20689.04,2020-07-29
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,19760.11,2020-10-07
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,20001.41,2020-12-09
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,20682.91,2021-02-17
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,19900.28,2021-04-21
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,19013.49,2021-06-30
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,18494.49,2021-09-01
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,18556.3,2021-11-10
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,20573.19,2022-01-12
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,20729.3,2022-01-17
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,20717.31,2022-01-18
Kingston A400 2.5 480GB SATA3 (SA400S37/480G),Belső SSD meghajtó,20716.76,2022-01-19
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,85760,2019-02-07
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,79647.89,2019-03-13
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,76044.34,2019-04-24
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,76955.73,2019-06-05
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,76077.41,2019-07-17
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,75342.09,2019-08-28
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,74883.56,2019-10-09
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,73864.44,2019-11-20
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,72991.55,2020-01-01
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,78864.87,2020-02-12
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,80889.9,2020-03-25
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,82963.85,2020-05-06
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,77577.32,2020-06-17
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,75375.06,2020-07-22
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,70365.84,2020-09-02
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,69777.95,2020-10-14
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,65562.83,2020-11-25
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,62391.33,2021-01-06
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,60700.45,2021-02-17
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,60575.14,2021-03-31
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,60861.49,2021-05-12
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,60260.19,2021-06-23
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,59093.06,2021-08-04
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,54213.52,2021-09-15
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,52364.96,2021-10-27
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,50395.37,2021-12-08
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,49308.02,2022-01-12
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,48581.16,2022-01-17
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,48895.38,2022-01-18
Samsung EVO Plus 970 1TB M. 2 PCIe (MZ-V7S1T0BW),Belső SSD meghajtó,49555.05,2022-01-19
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,90143,2020-11-25
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,90212.5,2020-12-09
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,95412,2020-12-23
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,91250,2021-01-06
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,94858,2021-01-27
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,91296,2021-02-10
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,92475,2021-02-24
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,83484.5,2021-03-17
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,88706.89,2021-03-31
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,91094.83,2021-04-14
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,92210.45,2021-05-05
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,87153.29,2021-05-19
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,84197.89,2021-06-02
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,78130.48,2021-06-23
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,77753.91,2021-07-07
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,76398.04,2021-07-21
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,80664.95,2021-08-04
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,77597.44,2021-08-25
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,81389.3,2021-09-08
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,82666.14,2021-09-22
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,73277.11,2021-10-13
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,74996.7,2021-10-27
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,71950.38,2021-11-10
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,65753.6,2021-12-01
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,65038.92,2021-12-15
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,69137.81,2021-12-29
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,66367.26,2022-01-12
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,69965.04,2022-01-17
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,65622.21,2022-01-18
Western Digital SN850 1TB M. 2 PCIe (WDS100T1X0E),Belső SSD meghajtó,65389.93,2022-01-19
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,55898.71,2017-08-24
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,50162.35,2017-10-18
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,49419.1,2017-12-20
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,44846.24,2018-02-21
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,41496.85,2018-04-25
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,38960.21,2018-06-27
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,33405.67,2018-08-29
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,30464.83,2018-10-24
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,28007.48,2018-12-26
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,23191.32,2019-02-27
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,21211.14,2019-05-01
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,20155.26,2019-07-03
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,21287.61,2019-09-04
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,22175.04,2019-11-06
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,21845.77,2020-01-01
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,25958.14,2020-03-04
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,26227.89,2020-05-06
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,24115.91,2020-07-08
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,21921.53,2020-09-09
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,21622.86,2020-11-11
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,21189.02,2021-01-06
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,22081.14,2021-03-10
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,21685.89,2021-05-12
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,20872.89,2021-07-14
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,21264.95,2021-09-15
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,22404.39,2021-11-17
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,22660.25,2022-01-12
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,22445.28,2022-01-17
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,22351.35,2022-01-18
Western Digital Blue 3D NAND 2.5 500GB SATA3 (WDS500G2B0A),Belső SSD meghajtó,22371.33,2022-01-19
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,51254,2016-10-06
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,51614.33,2016-12-14
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,47244.45,2017-03-01
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,44830.41,2017-05-10
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,40703.41,2017-07-26
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,39293.71,2017-10-11
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,38817.72,2017-12-20
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,36110.23,2018-03-07
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,37471.83,2018-05-16
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,41767.82,2018-08-01
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,39835.12,2018-10-17
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,38440.59,2018-12-26
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,39505.89,2019-03-13
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,39932.8,2019-05-22
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,38039.93,2019-08-07
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,39573.23,2019-10-23
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,37751.37,2020-01-01
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,42592.08,2020-03-18
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,42060.08,2020-06-03
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,41612.63,2020-08-12
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,39539.41,2020-10-28
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,39556.82,2021-01-06
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,38041.33,2021-03-24
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,43125.48,2021-06-09
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,38291.58,2021-08-18
Seagate IronWolf 3.5 4TB 5900rpm 64MB SATA3 (ST4000VN008),Belső merevlemez,39586.24,2021-11-03
